aded25,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,gen25tot,win25
44016,495,102,9,0,5,611,gen25zm
44017,817,186,16,1,8,1028,gen25zm
44018,588,157,21,1,7,774,gen25zm
44019,412,86,10,0,2,510,gen25zm
44020,321,72,8,2,2,405,gen25zm
44021,563,94,28,1,3,689,gen25zm
44022,528,93,16,0,2,639,gen25zm
44023,671,193,11,2,16,893,gen25zm
44024,530,221,18,2,13,784,gen25zm
44025,680,210,14,1,18,923,gen25zm
44026,585,140,16,0,10,751,gen25zm
44027,639,201,15,0,16,871,gen25zm
44028,693,133,17,3,9,855,gen25zm
44029,750,184,14,0,12,960,gen25zm
44030,643,170,22,0,11,846,gen25zm
44031,767,204,19,0,6,996,gen25zm
44032,758,164,19,0,5,946,gen25zm
44033,716,221,35,1,13,986,gen25zm
44034,391,106,21,0,1,519,gen25zm
44035,479,112,22,0,5,618,gen25zm
44036,721,243,48,0,7,1019,gen25zm
44037,672,263,38,0,14,987,gen25zm
44038,722,216,39,1,7,985,gen25zm
44039,628,172,20,1,7,828,gen25zm
44040,426,154,34,1,6,621,gen25zm
44041,497,175,42,1,4,719,gen25zm
44042,123,250,10,1,2,386,gen25ac
44043,504,166,31,1,6,708,gen25zm
44044,310,134,25,1,3,473,gen25zm
44045,548,174,38,1,7,768,gen25zm
44046,653,167,39,0,5,864,gen25zm
44047,430,81,19,3,0,533,gen25zm
44048,407,272,24,1,3,707,gen25zm
44049,52,325,5,6,2,390,gen25ac
44050,30,297,9,1,2,339,gen25ac
44051,15,409,17,5,4,450,gen25ac
44052,42,51,6,1,1,101,gen25ac
44053,258,367,17,2,1,645,gen25ac
44054,581,128,19,0,8,736,gen25zm
44055,180,36,16,0,1,233,gen25zm
44056,581,140,27,3,6,757,gen25zm
44057,383,261,36,2,4,686,gen25zm
44058,365,214,18,0,3,600,gen25zm
44059,511,279,23,4,3,820,gen25zm
44060,204,27,0,0,3,234,gen25zm
44061,471,84,17,0,2,574,gen25zm
44062,548,154,8,2,4,716,gen25zm
44063,661,111,15,3,7,797,gen25zm
44064,557,244,28,3,1,833,gen25zm
44065,501,93,11,0,6,611,gen25zm
44066,553,375,24,5,1,958,gen25zm
44067,334,122,10,1,1,468,gen25zm
44068,342,69,14,0,2,427,gen25zm
44069,422,289,36,0,1,748,gen25zm
44070,361,77,13,2,1,454,gen25zm
44071,387,151,14,1,2,555,gen25zm
44072,464,168,49,2,4,687,gen25zm
44073,181,37,8,0,2,228,gen25zm
44074,506,150,23,1,5,685,gen25zm
44075,315,68,19,2,5,409,gen25zm
44076,300,95,7,2,0,404,gen25zm
44077,128,30,2,0,1,161,gen25zm
44078,325,75,28,0,4,432,gen25zm
44079,611,133,8,3,5,760,gen25zm
44080,363,100,15,0,4,482,gen25zm
44081,467,105,6,3,7,588,gen25zm
44082,0,0,0,0,0,0,Tie
44083,0,0,0,0,0,0,Tie
44084,0,0,0,0,0,0,Tie
45001,111,536,36,0,0,683,gen25ac
45002,89,711,39,3,2,844,gen25ac
45003,115,650,34,3,2,804,gen25ac
45004,177,399,60,3,2,641,gen25ac
45005,157,421,34,0,3,615,gen25ac
45006,154,388,34,1,3,580,gen25ac
45007,53,765,47,1,1,867,gen25ac
45008,44,708,15,1,0,768,gen25ac
45009,74,600,33,0,3,710,gen25ac
45010,31,673,15,0,3,722,gen25ac
45011,29,627,21,1,1,679,gen25ac
45012,30,76,6,0,1,113,gen25ac
45013,12,400,20,0,0,432,gen25ac
45014,68,539,20,2,3,632,gen25ac
45015,39,684,20,1,1,745,gen25ac
45016,43,1067,29,1,1,1141,gen25ac
45017,68,559,25,1,0,653,gen25ac
45018,14,53,11,1,0,79,gen25ac
45019,45,139,28,1,0,213,gen25ac
45020,50,640,56,1,2,749,gen25ac
45021,52,70,42,0,0,164,gen25ac
45022,114,409,79,1,2,605,gen25ac
45023,142,123,47,3,1,316,gen25zm
45024,161,143,49,2,3,358,gen25zm
45025,22,437,15,3,0,477,gen25ac
45026,8,449,12,0,1,470,gen25ac
45027,149,309,50,0,3,511,gen25ac
45028,35,671,42,1,1,750,gen25ac
45029,40,627,20,2,1,690,gen25ac
45030,116,396,44,2,0,558,gen25ac
45031,149,228,74,0,0,451,gen25ac
45032,50,551,49,0,0,650,gen25ac
45033,38,519,15,1,0,573,gen25ac
45034,116,489,61,3,1,670,gen25ac
45035,62,245,40,1,1,349,gen25ac
45036,85,532,72,3,2,694,gen25ac
45037,167,344,70,0,3,584,gen25ac
45038,73,295,24,0,1,393,gen25ac
45039,13,33,14,0,1,61,gen25ac
45040,102,373,89,0,1,565,gen25ac
45041,140,482,62,1,0,685,gen25ac
45042,131,315,43,3,4,496,gen25ac
45043,126,527,65,2,4,724,gen25ac
45044,136,552,63,2,3,756,gen25ac
45045,116,548,54,2,1,721,gen25ac
45046,193,219,22,2,2,438,gen25ac
45047,105,456,71,2,3,637,gen25ac
45048,100,379,43,4,3,529,gen25ac
45049,29,679,60,3,2,773,gen25ac
45050,160,227,33,1,0,421,gen25ac
45051,47,597,54,2,7,707,gen25ac
45052,57,272,29,0,0,358,gen25ac
45053,85,89,57,0,1,232,gen25ac
45054,16,38,7,0,0,61,gen25ac
45055,1,1,1,0,0,3,Tie
45056,0,0,0,0,0,0,Tie
46001,274,206,64,1,2,547,gen25zm
46002,308,162,54,2,2,528,gen25zm
46003,389,210,87,0,4,690,gen25zm
46004,334,222,72,1,5,634,gen25zm
46005,318,280,94,2,4,698,gen25zm
46006,209,369,162,0,2,742,gen25ac
46007,309,315,87,0,3,714,gen25ac
46008,276,197,79,2,5,559,gen25zm
46009,360,236,88,1,4,689,gen25zm
46010,379,246,74,1,3,703,gen25zm
46011,256,149,73,1,4,483,gen25zm
46012,307,511,119,2,4,943,gen25ac
46013,321,402,108,0,9,840,gen25ac
46014,323,339,126,2,5,795,gen25ac
46015,284,260,98,0,1,643,gen25zm
46016,386,222,87,1,3,699,gen25zm
46017,289,192,80,0,1,562,gen25zm
46018,323,201,79,1,5,609,gen25zm
46019,255,383,137,1,8,784,gen25ac
46020,321,359,135,0,10,825,gen25ac
46021,56,50,13,1,0,120,gen25zm
46022,257,249,117,0,3,626,gen25zm
46023,134,359,136,0,2,631,gen25ac
46024,95,395,133,0,0,623,gen25ac
46025,86,358,127,0,0,571,gen25ac
46026,164,406,152,2,1,725,gen25ac
46027,265,315,122,2,5,709,gen25ac
46028,102,309,113,0,5,529,gen25ac
46029,54,49,14,0,2,119,gen25zm
46030,35,45,20,0,1,101,gen25ac
46031,110,164,38,1,1,314,gen25ac
46032,66,71,17,0,2,156,gen25ac
46033,18,43,22,0,0,83,gen25ac
46034,115,179,83,2,5,384,gen25ac
46035,28,190,39,0,0,257,gen25ac
46036,52,310,84,0,0,446,gen25ac
46037,0,0,0,0,0,0,Tie
46038,111,356,75,0,0,542,gen25ac
46039,112,320,88,1,1,522,gen25ac
46040,102,436,94,1,2,635,gen25ac
46041,151,154,37,2,0,344,gen25ac
46042,148,124,14,3,0,289,gen25zm
46043,131,120,29,1,1,282,gen25zm
46044,105,125,27,1,5,263,gen25ac
46045,76,150,28,2,2,258,gen25ac
46046,111,133,27,3,0,274,gen25ac
46047,165,173,32,3,0,373,gen25ac
46048,154,103,17,3,1,278,gen25zm
46049,49,109,23,0,2,183,gen25ac
46050,165,116,20,3,3,307,gen25zm
46051,106,85,17,1,0,209,gen25zm
46052,123,117,27,2,1,270,gen25zm
46053,329,154,34,3,4,524,gen25zm
46054,30,374,38,2,4,448,gen25ac
46055,62,529,37,2,1,631,gen25ac
46056,81,563,67,2,2,715,gen25ac
46057,4,82,14,0,0,100,gen25ac
46058,40,396,41,1,0,478,gen25ac
46059,19,417,22,0,0,458,gen25ac
46060,30,332,31,4,2,399,gen25ac
46061,108,656,85,3,1,853,gen25ac
46062,33,211,18,1,0,263,gen25ac
46063,13,222,15,0,0,250,gen25ac
46064,25,337,30,2,0,394,gen25ac
46065,39,316,33,0,1,389,gen25ac
46066,79,331,58,2,1,471,gen25ac
46067,48,298,49,4,0,399,gen25ac
46068,216,297,36,2,1,552,gen25ac
46069,155,90,27,2,3,277,gen25zm
46070,201,206,31,4,1,443,gen25ac
46071,285,269,44,0,1,599,gen25zm
46072,0,0,0,0,0,0,Tie
46073,33,361,39,1,4,438,gen25ac
46074,0,0,0,0,0,0,Tie
46075,0,0,0,0,0,0,Tie
46076,0,0,0,0,0,0,Tie
46077,0,0,0,0,0,0,Tie
46078,0,0,0,0,0,0,Tie
47001,63,158,50,0,1,272,gen25ac
47002,169,346,117,0,3,635,gen25ac
47003,61,175,52,0,0,288,gen25ac
47004,129,215,73,1,3,421,gen25ac
47005,172,279,100,1,2,554,gen25ac
47006,81,105,24,0,2,212,gen25ac
47007,139,216,82,0,1,438,gen25ac
47008,111,103,37,0,0,251,gen25zm
47009,156,241,64,1,3,465,gen25ac
47010,302,102,36,1,0,441,gen25zm
47011,188,192,89,2,2,473,gen25ac
47012,216,249,82,3,1,551,gen25ac
47013,101,117,37,0,0,255,gen25ac
47014,160,296,66,1,1,524,gen25ac
47015,67,106,38,0,0,211,gen25ac
47016,63,147,50,1,1,262,gen25ac
47017,28,21,14,1,0,64,gen25zm
47018,57,66,16,0,1,140,gen25ac
47019,114,170,46,1,1,332,gen25ac
47020,193,284,62,1,3,543,gen25ac
47021,146,195,55,1,2,399,gen25ac
47022,131,228,46,0,0,405,gen25ac
47023,204,259,81,3,3,550,gen25ac
47024,142,171,45,0,1,359,gen25ac
47025,149,216,69,2,2,438,gen25ac
47026,140,291,66,0,4,501,gen25ac
47027,123,300,70,0,2,495,gen25ac
47028,34,106,27,0,1,168,gen25ac
47029,99,193,46,0,2,340,gen25ac
47030,81,163,44,0,0,288,gen25ac
47031,25,87,16,0,0,128,gen25ac
47032,106,162,48,4,3,323,gen25ac
47033,100,310,73,2,0,485,gen25ac
47034,185,271,57,2,3,518,gen25ac
47035,139,224,71,1,1,436,gen25ac
47036,106,238,71,0,0,415,gen25ac
47037,119,228,65,0,1,413,gen25ac
47038,121,235,46,0,1,403,gen25ac
47039,92,226,54,0,2,374,gen25ac
47040,33,84,29,0,0,146,gen25ac
47041,50,108,27,0,2,187,gen25ac
47042,147,135,19,6,3,310,gen25zm
47043,153,369,97,1,2,622,gen25ac
47044,161,379,104,0,1,645,gen25ac
47045,169,374,122,1,4,670,gen25ac
47046,124,267,56,1,0,448,gen25ac
47047,182,309,67,1,0,559,gen25ac
47048,64,47,14,0,1,126,gen25zm
47049,182,315,80,1,2,580,gen25ac
47050,134,482,99,2,2,719,gen25ac
47051,22,45,10,0,1,78,gen25ac
47052,81,136,38,2,0,257,gen25ac
47053,122,181,51,0,0,354,gen25ac
47054,98,237,59,0,2,396,gen25ac
47055,14,25,10,0,0,49,gen25ac
47056,16,36,4,0,0,56,gen25ac
47057,0,0,0,0,0,0,Tie
48001,20,163,18,1,0,202,gen25ac
48002,40,560,29,6,2,637,gen25ac
48003,26,673,13,16,4,732,gen25ac
48004,41,731,25,16,3,816,gen25ac
48005,99,388,13,6,3,509,gen25ac
48006,91,864,45,12,4,1016,gen25ac
48007,4,1090,25,28,7,1154,gen25ac
48008,48,826,22,15,11,922,gen25ac
48009,18,645,18,16,5,702,gen25ac
48010,85,745,18,14,4,866,gen25ac
48011,1,405,8,12,4,430,gen25ac
48012,5,492,8,8,4,517,gen25ac
48013,62,728,20,9,2,821,gen25ac
48014,130,227,9,5,2,373,gen25ac
48015,177,619,38,5,3,842,gen25ac
48016,178,604,29,10,4,825,gen25ac
48017,11,4,0,0,0,15,gen25zm
48018,85,249,7,3,2,346,gen25ac
48019,190,422,27,1,1,641,gen25ac
48020,196,330,19,1,2,548,gen25ac
48021,118,78,9,0,2,207,gen25zm
48022,4,129,4,0,0,137,gen25ac
48023,205,361,16,1,3,586,gen25ac
48024,225,252,29,1,6,513,gen25ac
48025,169,546,36,3,4,758,gen25ac
48026,60,763,27,3,1,854,gen25ac
48027,90,438,21,2,4,555,gen25ac
48028,142,413,26,3,2,586,gen25ac
48029,106,550,19,1,4,680,gen25ac
48030,31,619,14,0,1,665,gen25ac
48031,31,48,2,0,1,82,gen25ac
48032,24,510,8,0,1,543,gen25ac
48033,107,508,38,0,0,653,gen25ac
48034,1,492,9,6,1,509,gen25ac
48035,77,583,37,1,0,698,gen25ac
48036,94,296,49,0,1,440,gen25ac
48037,16,469,25,5,3,518,gen25ac
48038,49,851,39,5,1,945,gen25ac
48039,58,759,45,10,2,874,gen25ac
48040,47,950,35,9,5,1046,gen25ac
48041,33,887,13,18,7,958,gen25ac
48042,6,801,15,7,3,832,gen25ac
48043,25,608,26,8,1,668,gen25ac
48044,17,576,18,8,3,622,gen25ac
48045,46,709,23,7,4,789,gen25ac
48046,29,734,27,16,6,812,gen25ac
48047,48,893,24,28,14,1007,gen25ac
48048,77,981,33,42,6,1139,gen25ac
48049,28,746,18,17,7,816,gen25ac
48050,6,589,19,13,7,634,gen25ac
48051,14,678,13,22,7,734,gen25ac
48052,53,421,19,11,6,510,gen25ac
48053,0,0,0,0,0,0,Tie
49001,129,115,37,0,0,281,gen25zm
49002,17,22,2,2,0,43,gen25ac
49003,14,39,3,0,0,56,gen25ac
49004,97,87,26,1,0,211,gen25zm
49005,74,72,16,0,1,163,gen25zm
49006,89,121,21,0,3,234,gen25ac
49007,104,122,34,2,2,264,gen25ac
49008,126,115,28,0,2,271,gen25zm
49009,105,122,34,2,4,267,gen25ac
49010,105,107,31,1,3,247,gen25ac
49011,104,122,29,0,1,256,gen25ac
49012,118,127,32,1,0,278,gen25ac
49013,15,19,7,0,0,41,gen25ac
49014,70,81,25,1,0,177,gen25ac
49015,123,149,34,0,2,308,gen25ac
49016,164,169,51,0,3,387,gen25ac
49017,219,255,77,0,5,556,gen25ac
49018,212,201,69,0,2,484,gen25zm
49019,150,146,52,1,2,351,gen25zm
49020,40,133,50,0,1,224,gen25ac
49021,65,259,26,0,1,351,gen25ac
49022,91,157,34,0,0,282,gen25ac
49023,51,46,23,0,1,121,gen25zm
49024,163,210,74,1,4,452,gen25ac
49025,60,45,28,0,1,134,gen25zm
49026,162,202,79,1,1,445,gen25ac
49027,133,257,81,2,1,474,gen25ac
49028,112,203,66,0,1,382,gen25ac
49029,92,140,52,0,0,284,gen25ac
49030,199,204,80,0,4,487,gen25ac
49031,159,232,86,1,3,481,gen25ac
49032,136,254,92,0,2,484,gen25ac
49033,156,254,116,0,1,527,gen25ac
49034,121,121,44,0,1,287,Tie
49035,131,287,104,2,2,526,gen25ac
49036,111,264,106,1,5,487,gen25ac
49037,148,311,129,0,5,593,gen25ac
49038,106,165,41,0,2,314,gen25ac
49039,187,307,106,0,0,600,gen25ac
49040,124,236,122,1,2,485,gen25ac
49041,207,365,121,0,4,697,gen25ac
49042,97,175,51,1,2,326,gen25ac
49043,157,158,55,0,2,372,gen25ac
49044,49,83,20,2,0,154,gen25ac
49045,69,52,31,0,0,152,gen25zm
49046,5,1,0,0,0,6,gen25zm
49047,106,143,45,0,2,296,gen25ac
49048,14,63,19,1,2,99,gen25ac
49049,44,59,15,0,0,118,gen25ac
49050,32,49,19,0,1,101,gen25ac
49051,62,237,14,5,0,318,gen25ac
49052,85,59,5,0,0,149,gen25zm
49053,0,0,0,0,0,0,Tie
49054,0,0,0,0,0,0,Tie
49055,0,0,0,0,0,0,Tie
50001,830,206,36,4,6,1082,gen25zm
50002,639,127,33,1,6,806,gen25zm
50003,696,133,21,1,2,853,gen25zm
50004,560,115,36,0,5,716,gen25zm
50005,532,144,35,1,2,714,gen25zm
50006,429,102,32,0,1,564,gen25zm
50007,425,120,18,2,2,567,gen25zm
50008,767,190,56,0,5,1018,gen25zm
50009,269,132,16,0,6,423,gen25zm
50010,316,61,15,0,1,393,gen25zm
50011,460,89,46,0,0,595,gen25zm
50012,351,161,11,1,2,526,gen25zm
50013,543,98,35,1,5,682,gen25zm
50014,631,145,37,0,5,818,gen25zm
50015,503,119,46,0,3,671,gen25zm
50016,569,148,65,0,4,786,gen25zm
50017,685,154,60,0,4,903,gen25zm
50018,547,102,60,0,6,715,gen25zm
50019,591,164,62,1,1,819,gen25zm
50020,702,110,50,0,1,863,gen25zm
50021,593,151,45,0,0,789,gen25zm
50022,664,141,18,2,2,827,gen25zm
50023,564,216,8,0,7,795,gen25zm
50024,397,144,11,0,3,555,gen25zm
50025,503,107,14,2,1,627,gen25zm
50026,648,253,19,0,8,928,gen25zm
50027,405,262,25,1,2,695,gen25zm
50028,273,79,7,0,1,360,gen25zm
50029,414,306,25,1,8,754,gen25zm
50030,419,252,10,4,6,691,gen25zm
50031,340,150,5,1,3,499,gen25zm
50032,287,178,3,2,2,472,gen25zm
50033,267,345,13,11,15,651,gen25ac
50034,339,332,14,6,0,691,gen25zm
50035,86,287,27,9,5,414,gen25ac
50036,51,174,27,7,3,262,gen25ac
50037,53,376,14,7,3,453,gen25ac
50038,148,199,23,6,2,378,gen25ac
50039,30,226,9,12,3,280,gen25ac
50040,99,308,16,8,7,438,gen25ac
50041,147,176,8,2,2,335,gen25ac
50042,64,266,17,11,2,360,gen25ac
50043,15,265,11,11,8,310,gen25ac
50044,115,388,14,22,6,545,gen25ac
50045,24,456,12,10,7,509,gen25ac
50046,68,416,15,20,5,524,gen25ac
50047,6,340,13,18,3,380,gen25ac
50048,8,334,7,10,7,366,gen25ac
50049,6,278,8,17,4,313,gen25ac
50050,342,191,11,4,2,550,gen25zm
50051,445,131,10,3,2,591,gen25zm
50052,586,128,16,1,5,736,gen25zm
50053,503,193,22,1,2,721,gen25zm
50054,328,73,8,0,0,409,gen25zm
50055,166,50,5,0,0,221,gen25zm
50056,732,158,18,2,6,916,gen25zm
50057,845,140,36,0,2,1023,gen25zm
50058,653,161,38,0,11,863,gen25zm
50059,701,178,35,1,6,921,gen25zm
50060,526,171,28,1,6,732,gen25zm
50061,725,157,23,2,5,912,gen25zm
50062,577,102,26,0,2,707,gen25zm
50063,570,95,27,0,2,694,gen25zm
50064,7,0,0,0,0,7,gen25zm
50065,290,103,9,0,4,406,gen25zm
50066,494,132,4,0,4,634,gen25zm
50067,0,0,0,0,0,0,Tie
50068,0,0,0,0,0,0,Tie
51001,196,105,33,0,3,337,gen25zm
51002,238,67,32,1,2,340,gen25zm
51003,72,196,47,2,0,317,gen25ac
51004,71,194,41,0,1,307,gen25ac
51005,127,94,39,0,0,260,gen25zm
51006,244,121,26,3,2,396,gen25zm
51007,301,133,35,2,2,473,gen25zm
51008,295,131,40,1,3,470,gen25zm
51009,236,134,42,3,5,420,gen25zm
51010,154,93,34,1,0,282,gen25zm
51011,268,135,24,0,6,433,gen25zm
51012,170,106,28,2,1,307,gen25zm
51013,321,119,26,3,0,469,gen25zm
51014,244,152,32,1,3,432,gen25zm
51015,275,155,40,1,2,473,gen25zm
51016,310,137,52,1,1,501,gen25zm
51017,297,119,20,1,7,444,gen25zm
51018,494,147,22,0,4,667,gen25zm
51019,371,128,33,2,6,540,gen25zm
51020,319,115,25,0,2,461,gen25zm
51021,647,180,53,1,4,885,gen25zm
51022,683,132,38,0,1,854,gen25zm
51023,475,46,20,0,5,546,gen25zm
51024,592,140,25,0,3,760,gen25zm
51025,412,77,7,0,5,501,gen25zm
51026,678,117,24,1,3,823,gen25zm
51027,173,42,7,0,2,224,gen25zm
51028,847,153,28,2,13,1043,gen25zm
51029,775,252,36,3,6,1072,gen25zm
51030,170,39,5,0,0,214,gen25zm
51031,74,51,14,2,0,141,gen25zm
51032,100,48,1,0,1,150,gen25zm
51033,481,100,18,1,6,606,gen25zm
51034,207,132,7,4,0,350,gen25zm
51035,199,77,12,0,5,293,gen25zm
51036,312,76,12,2,4,406,gen25zm
51037,111,115,12,1,3,242,gen25ac
51038,164,102,15,1,1,283,gen25zm
51039,66,24,15,0,1,106,gen25zm
51040,545,121,20,0,6,692,gen25zm
51041,484,96,16,0,2,598,gen25zm
51042,699,126,25,0,3,853,gen25zm
51043,265,165,58,0,4,492,gen25zm
51044,560,147,49,6,7,769,gen25zm
51045,393,111,31,2,4,541,gen25zm
51046,259,95,15,1,3,373,gen25zm
51047,286,155,26,3,3,473,gen25zm
51048,107,63,15,0,0,185,gen25zm
51049,112,84,11,3,2,212,gen25zm
51050,74,199,15,6,3,297,gen25ac
51051,114,227,24,2,2,369,gen25ac
51052,278,189,30,2,4,503,gen25zm
51053,139,373,20,2,5,539,gen25ac
51054,0,0,0,0,0,0,Tie
52001,10,272,5,11,5,303,gen25ac
52002,465,129,16,2,4,616,gen25zm
52003,107,20,0,0,1,128,gen25zm
52004,2,0,0,0,0,2,gen25zm
52005,399,107,12,0,3,521,gen25zm
52006,508,401,7,0,5,921,gen25zm
52007,382,288,11,2,9,692,gen25zm
52008,356,271,2,0,3,632,gen25zm
52009,407,260,21,2,6,696,gen25zm
52010,550,315,28,3,14,910,gen25zm
52011,686,100,13,1,2,802,gen25zm
52012,566,149,17,0,7,739,gen25zm
52013,56,10,5,0,0,71,gen25zm
52014,414,246,22,0,11,693,gen25zm
52015,403,260,17,2,3,685,gen25zm
52016,603,359,15,2,23,1002,gen25zm
52017,561,319,18,1,12,911,gen25zm
52018,468,337,28,2,11,846,gen25zm
52019,368,105,16,0,4,493,gen25zm
52020,542,276,17,1,9,845,gen25zm
52021,646,333,16,2,9,1006,gen25zm
52022,628,309,26,1,10,974,gen25zm
52023,525,223,12,3,8,771,gen25zm
52024,537,339,9,0,6,891,gen25zm
52025,644,271,11,0,7,933,gen25zm
52026,471,223,10,2,8,714,gen25zm
52027,233,28,6,0,1,268,gen25zm
52028,471,128,7,0,4,610,gen25zm
52029,656,129,12,1,7,805,gen25zm
52030,538,141,16,0,6,701,gen25zm
52031,419,164,6,4,9,602,gen25zm
52032,481,194,11,2,7,695,gen25zm
52033,192,69,4,1,4,270,gen25zm
52034,393,183,17,1,7,601,gen25zm
52035,387,133,8,0,8,536,gen25zm
52036,568,226,10,1,9,814,gen25zm
52037,459,149,17,0,8,633,gen25zm
52038,293,58,4,0,0,355,gen25zm
52039,567,198,13,2,5,785,gen25zm
52040,607,142,7,3,7,766,gen25zm
52041,550,127,11,2,4,694,gen25zm
52042,723,190,21,2,9,945,gen25zm
52043,430,130,23,0,5,588,gen25zm
52044,494,203,25,0,4,726,gen25zm
52045,542,168,16,3,1,730,gen25zm
52046,481,230,12,0,11,734,gen25zm
52047,577,202,13,0,4,796,gen25zm
52048,544,217,17,2,10,790,gen25zm
52049,591,239,32,1,9,872,gen25zm
52050,641,256,32,1,4,934,gen25zm
52051,233,81,8,1,1,324,gen25zm
52052,459,124,14,0,7,604,gen25zm
52053,399,72,8,1,3,483,gen25zm
52054,539,183,16,0,8,746,gen25zm
52055,144,96,6,2,4,252,gen25zm
52056,121,72,13,2,2,210,gen25zm
52057,490,84,11,0,7,592,gen25zm
52058,277,52,3,1,3,336,gen25zm
52059,342,116,19,2,5,484,gen25zm
52060,566,125,18,1,4,714,gen25zm
52061,587,239,17,6,11,860,gen25zm
52062,631,119,22,1,4,777,gen25zm
52063,613,187,21,0,7,828,gen25zm
52064,521,86,8,5,3,623,gen25zm
52065,576,178,10,2,13,779,gen25zm
52066,585,195,12,1,12,805,gen25zm
52067,591,148,10,0,7,756,gen25zm
52068,633,148,10,0,7,798,gen25zm
52069,764,153,14,0,7,938,gen25zm
52070,167,43,4,0,0,214,gen25zm
52071,538,125,11,2,6,682,gen25zm
52072,305,69,6,2,3,385,gen25zm
52073,681,106,12,1,7,807,gen25zm
52074,57,15,0,0,1,73,gen25zm
52075,532,93,6,1,5,637,gen25zm
52076,472,90,3,0,6,571,gen25zm
52077,681,144,17,2,16,860,gen25zm
52078,228,68,3,0,6,305,gen25zm
52079,627,176,19,1,1,824,gen25zm
52080,656,213,12,1,13,895,gen25zm
52081,711,189,11,0,7,918,gen25zm
52082,700,220,8,1,5,934,gen25zm
52083,655,272,15,0,16,958,gen25zm
52084,822,256,15,1,8,1102,gen25zm
52085,714,197,13,1,14,939,gen25zm
52086,434,120,9,0,5,568,gen25zm
52087,1,0,0,0,0,1,gen25zm
52088,418,155,9,1,6,589,gen25zm
52089,331,53,4,0,5,393,gen25zm
52090,1,2,1,1,0,5,gen25ac
52091,0,0,0,0,0,0,Tie
52092,0,0,0,0,0,0,Tie
52093,0,0,0,0,0,0,Tie
52094,0,0,0,0,0,0,Tie
52095,0,0,0,0,0,0,Tie
52096,0,0,0,0,0,0,Tie
52097,0,0,0,0,0,0,Tie
52098,0,0,0,0,0,0,Tie
53001,552,102,21,2,4,681,gen25zm
53002,608,76,10,0,4,698,gen25zm
53003,438,120,12,2,4,576,gen25zm
53004,285,38,8,0,0,331,gen25zm
53005,366,101,11,0,0,478,gen25zm
53006,192,173,20,2,1,388,gen25zm
53007,283,86,11,1,1,382,gen25zm
53008,346,43,10,1,1,401,gen25zm
53009,486,65,28,1,1,581,gen25zm
53010,573,82,21,1,1,678,gen25zm
53011,269,37,10,0,1,317,gen25zm
53012,299,63,11,0,2,375,gen25zm
53013,649,82,19,0,5,755,gen25zm
53014,637,71,12,1,0,721,gen25zm
53015,472,92,18,2,3,587,gen25zm
53016,547,69,12,0,3,631,gen25zm
53017,521,24,7,0,1,553,gen25zm
53018,616,98,11,0,2,727,gen25zm
53019,634,84,13,2,1,734,gen25zm
53020,833,82,15,0,2,932,gen25zm
53021,583,138,26,3,6,756,gen25zm
53022,635,115,14,0,0,764,gen25zm
53023,497,65,12,0,1,575,gen25zm
53024,658,59,10,1,2,730,gen25zm
53025,611,46,14,0,1,672,gen25zm
53026,594,103,22,1,2,722,gen25zm
53027,628,75,21,1,1,726,gen25zm
53028,567,68,22,0,5,662,gen25zm
53029,570,75,15,3,2,665,gen25zm
53030,408,36,12,0,0,456,gen25zm
53031,511,41,7,0,0,559,gen25zm
53032,361,99,18,2,8,488,gen25zm
53033,144,108,12,1,1,266,gen25zm
53034,93,87,11,4,2,197,gen25zm
53035,253,92,9,1,2,357,gen25zm
53036,422,120,24,2,6,574,gen25zm
53037,165,449,14,10,3,641,gen25ac
53038,254,220,25,2,7,508,gen25zm
53039,249,207,28,3,4,491,gen25zm
53040,290,212,45,0,1,548,gen25zm
53041,600,165,39,3,3,810,gen25zm
53042,121,112,16,0,0,249,gen25zm
53043,659,81,21,1,1,763,gen25zm
53044,353,131,12,0,1,497,gen25zm
53045,330,127,16,0,2,475,gen25zm
53046,406,152,12,2,3,575,gen25zm
53047,427,98,21,0,5,551,gen25zm
53048,416,94,9,0,3,522,gen25zm
53049,486,85,17,0,1,589,gen25zm
53050,445,142,23,2,0,612,gen25zm
53051,249,151,25,1,4,430,gen25zm
53052,400,168,18,0,3,589,gen25zm
53053,630,118,17,0,5,770,gen25zm
53054,522,85,9,0,2,618,gen25zm
53055,438,102,21,0,2,563,gen25zm
53056,510,133,27,4,2,676,gen25zm
53057,107,120,16,2,1,246,gen25ac
53058,365,63,12,0,0,440,gen25zm
53059,268,90,12,3,3,376,gen25zm
53060,883,153,20,0,5,1061,gen25zm
53061,743,108,22,1,4,878,gen25zm
53062,268,153,23,5,5,454,gen25zm
53063,265,46,9,1,0,321,gen25zm
54001,87,22,4,0,0,113,gen25zm
54002,421,45,12,0,0,478,gen25zm
54003,118,38,11,0,0,167,gen25zm
54004,271,102,9,0,0,382,gen25zm
54005,113,58,0,0,3,174,gen25zm
54006,104,58,5,2,1,170,gen25zm
54007,271,95,32,2,0,400,gen25zm
54008,175,75,12,1,1,264,gen25zm
54009,149,65,21,3,2,240,gen25zm
54010,196,58,8,1,3,266,gen25zm
54011,171,69,9,2,1,252,gen25zm
54012,132,81,17,0,2,232,gen25zm
54013,112,55,10,2,0,179,gen25zm
54014,121,89,4,3,2,219,gen25zm
54015,133,65,2,0,2,202,gen25zm
