aded25,gen25zm,gen25ac,gen25cs,gen25ea,gen25othr,gen25tot,win25
33031,270,185,21,9,6,491,gen25zm
33032,337,280,28,4,4,653,gen25zm
33033,206,147,9,2,3,367,gen25zm
33034,304,203,16,4,5,532,gen25zm
33035,366,274,11,10,4,665,gen25zm
33036,367,265,13,5,4,654,gen25zm
33037,309,259,12,5,2,587,gen25zm
33038,292,208,10,2,2,514,gen25zm
33039,224,195,14,0,2,435,gen25zm
33040,192,159,10,5,1,367,gen25zm
33041,169,138,8,1,2,318,gen25zm
33042,234,194,9,3,2,442,gen25zm
33043,127,116,4,1,1,249,gen25zm
33044,293,236,15,2,4,550,gen25zm
33045,262,184,7,4,4,461,gen25zm
33046,273,190,10,1,7,481,gen25zm
33047,267,168,9,4,3,451,gen25zm
33048,276,192,12,3,7,490,gen25zm
33049,132,93,6,2,1,234,gen25zm
33050,324,202,15,3,4,548,gen25zm
33051,385,236,15,7,1,644,gen25zm
33052,376,212,14,5,2,609,gen25zm
33053,251,121,11,4,1,388,gen25zm
33054,249,152,8,3,3,415,gen25zm
33055,186,144,10,3,2,345,gen25zm
33056,348,210,10,4,2,574,gen25zm
33057,237,161,10,3,1,412,gen25zm
33058,261,183,12,3,2,461,gen25zm
33059,170,122,11,1,0,304,gen25zm
33060,222,179,10,5,3,419,gen25zm
33061,285,186,14,4,0,489,gen25zm
33062,171,83,4,0,1,259,gen25zm
33063,214,99,9,0,1,323,gen25zm
33064,232,182,17,0,2,433,gen25zm
34001,482,312,107,0,4,905,gen25zm
34002,57,57,10,0,2,126,Tie
34003,322,182,42,0,1,547,gen25zm
34004,483,157,48,0,5,693,gen25zm
34005,557,222,61,2,5,847,gen25zm
34006,27,31,8,0,0,66,gen25ac
34007,504,192,44,1,8,749,gen25zm
34008,567,247,58,2,5,879,gen25zm
34009,379,227,77,0,2,685,gen25zm
34010,227,169,39,0,4,439,gen25zm
34011,126,99,18,1,0,244,gen25zm
34012,674,248,52,2,0,976,gen25zm
34013,573,226,64,1,5,869,gen25zm
34014,562,339,92,0,5,998,gen25zm
34015,135,161,49,0,1,346,gen25ac
34016,94,147,44,0,1,286,gen25ac
34017,411,219,59,2,1,692,gen25zm
34018,514,236,47,2,4,803,gen25zm
34019,506,193,54,3,0,756,gen25zm
34020,535,237,76,1,6,855,gen25zm
34021,196,185,18,2,3,404,gen25zm
34022,112,96,20,0,2,230,gen25zm
34023,152,72,21,2,1,248,gen25zm
34024,451,192,69,1,3,716,gen25zm
34025,393,291,61,2,4,751,gen25zm
34026,48,37,7,0,0,92,gen25zm
34027,229,252,67,1,2,551,gen25ac
34028,140,90,21,2,3,256,gen25zm
34029,213,181,29,1,3,427,gen25zm
34030,221,176,37,1,1,436,gen25zm
34031,405,199,42,2,2,650,gen25zm
34032,204,144,35,0,2,385,gen25zm
34033,127,108,20,1,3,259,gen25zm
34034,251,156,38,2,4,451,gen25zm
34035,179,110,22,0,1,312,gen25zm
34036,394,191,58,2,2,647,gen25zm
34037,168,114,25,0,5,312,gen25zm
34038,190,82,22,1,2,297,gen25zm
34039,415,193,37,2,3,650,gen25zm
34040,182,138,39,1,3,363,gen25zm
34041,391,254,56,2,5,708,gen25zm
34042,268,194,37,1,2,502,gen25zm
34043,288,181,38,0,3,510,gen25zm
34044,286,211,38,1,5,541,gen25zm
34045,139,68,25,0,2,234,gen25zm
34046,342,295,52,2,4,695,gen25zm
34047,268,286,62,2,6,624,gen25ac
34048,225,125,27,2,0,379,gen25zm
34049,386,245,41,1,7,680,gen25zm
34050,63,31,16,1,6,117,gen25zm
34051,268,236,54,2,4,564,gen25zm
34052,397,219,55,0,3,674,gen25zm
34053,5,0,0,0,0,5,gen25zm
34054,197,168,36,1,5,407,gen25zm
34055,87,43,11,0,1,142,gen25zm
34056,183,184,42,3,2,414,gen25ac
34057,17,11,6,0,0,34,gen25zm
34058,0,0,0,0,0,0,Tie
34059,0,0,0,0,0,0,Tie
34060,0,0,0,0,0,0,Tie
35001,210,266,96,0,3,575,gen25ac
35002,163,145,26,2,4,340,gen25zm
35003,164,119,20,1,1,305,gen25zm
35004,185,139,31,0,2,357,gen25zm
35005,202,163,27,5,2,399,gen25zm
35006,251,169,32,1,2,455,gen25zm
35007,333,222,46,5,2,608,gen25zm
35008,308,228,30,2,5,573,gen25zm
35009,193,410,50,1,2,656,gen25ac
35010,119,103,20,0,1,243,gen25zm
35011,173,112,12,2,0,299,gen25zm
35012,249,143,34,2,4,432,gen25zm
35013,236,164,28,3,1,432,gen25zm
35014,274,173,20,1,5,473,gen25zm
35015,178,165,21,3,2,369,gen25zm
35016,269,224,26,2,4,525,gen25zm
35017,196,146,29,1,2,374,gen25zm
35018,89,97,22,1,1,210,gen25ac
35019,122,90,22,2,0,236,gen25zm
35020,74,60,16,0,0,150,gen25zm
35021,61,64,24,5,4,158,gen25ac
35022,217,136,36,5,3,397,gen25zm
35023,137,145,23,1,2,308,gen25ac
35024,162,127,20,1,3,313,gen25zm
35025,217,196,32,0,2,447,gen25zm
35026,242,194,32,1,3,472,gen25zm
35027,67,51,13,0,0,131,gen25zm
35028,41,42,8,0,0,91,gen25ac
35029,167,109,14,0,1,291,gen25zm
35030,261,237,46,1,5,550,gen25zm
35031,140,296,24,0,3,463,gen25ac
35032,240,182,20,2,3,447,gen25zm
35033,228,178,21,2,2,431,gen25zm
35034,179,189,29,2,2,401,gen25ac
35035,212,171,25,3,4,415,gen25zm
35036,217,184,26,6,3,436,gen25zm
35037,116,188,40,0,0,344,gen25ac
35038,182,301,57,3,2,545,gen25ac
35039,215,386,61,6,2,670,gen25ac
35040,156,311,41,2,5,515,gen25ac
35041,171,443,31,2,1,648,gen25ac
35042,194,576,40,1,1,812,gen25ac
35043,80,176,26,1,0,283,gen25ac
35044,120,130,17,1,1,269,gen25ac
35045,98,290,34,0,1,423,gen25ac
35046,137,217,20,0,2,376,gen25ac
35047,0,0,0,0,0,0,Tie
35048,58,31,7,0,1,97,gen25zm
35049,214,261,83,1,4,563,gen25ac
35050,0,0,0,0,0,0,Tie
35051,0,0,0,0,0,0,Tie
35052,0,0,0,0,0,0,Tie
35053,0,0,0,0,0,0,Tie
35054,0,0,0,0,0,0,Tie
35055,0,0,0,0,0,0,Tie
35056,0,0,0,0,0,0,Tie
35057,0,0,0,0,0,0,Tie
35058,0,0,0,0,0,0,Tie
35059,0,0,0,0,0,0,Tie
35060,0,0,0,0,0,0,Tie
35061,0,0,0,0,0,0,Tie
35062,0,0,0,0,0,0,Tie
35063,0,0,0,0,0,0,Tie
35064,0,0,0,0,0,0,Tie
35065,0,0,0,0,0,0,Tie
36001,386,237,74,1,3,701,gen25zm
36002,199,79,18,0,3,299,gen25zm
36003,556,312,51,0,8,927,gen25zm
36004,433,210,61,0,0,704,gen25zm
36005,632,331,75,3,8,1049,gen25zm
36006,199,135,10,2,3,349,gen25zm
36007,468,138,37,2,3,648,gen25zm
36008,371,201,49,1,0,622,gen25zm
36009,388,96,34,0,3,521,gen25zm
36010,732,200,67,1,3,1003,gen25zm
36011,269,100,20,0,1,390,gen25zm
36012,481,106,38,0,6,631,gen25zm
36013,420,146,48,0,2,616,gen25zm
36014,609,152,39,2,2,804,gen25zm
36015,193,42,11,2,2,250,gen25zm
36016,408,124,25,0,3,560,gen25zm
36017,597,176,44,1,7,825,gen25zm
36018,303,66,23,1,5,398,gen25zm
36019,610,189,40,0,6,845,gen25zm
36020,637,158,48,2,2,847,gen25zm
36021,574,141,32,1,2,750,gen25zm
36022,663,182,40,1,4,890,gen25zm
36023,572,171,51,0,4,798,gen25zm
36024,429,110,32,0,6,577,gen25zm
36025,700,161,50,0,2,913,gen25zm
36026,367,69,27,0,3,466,gen25zm
36027,168,57,10,1,1,237,gen25zm
36028,573,198,66,0,4,841,gen25zm
36029,83,15,7,0,1,106,gen25zm
36030,263,79,21,0,6,369,gen25zm
36031,358,89,23,1,0,471,gen25zm
36032,458,106,17,2,1,584,gen25zm
36033,60,18,8,0,0,86,gen25zm
36034,51,27,6,0,1,85,gen25zm
36035,618,167,22,0,4,811,gen25zm
36036,413,176,29,1,4,623,gen25zm
36037,449,90,15,2,6,562,gen25zm
36038,190,176,30,5,2,403,gen25zm
36039,199,206,30,6,5,446,gen25ac
36040,233,169,25,9,9,445,gen25zm
36041,586,136,30,0,5,757,gen25zm
36042,587,133,18,0,8,746,gen25zm
36043,382,73,22,0,2,479,gen25zm
36044,526,155,56,1,5,743,gen25zm
36045,295,96,24,0,0,415,gen25zm
36046,226,193,25,3,0,447,gen25zm
36047,205,181,25,4,1,416,gen25zm
36048,299,68,16,0,0,383,gen25zm
36049,416,150,23,0,9,598,gen25zm
36050,42,24,2,0,1,69,gen25zm
36051,202,71,14,0,2,289,gen25zm
36052,104,42,18,1,0,165,gen25zm
36053,169,52,10,0,1,232,gen25zm
36054,506,146,27,0,5,684,gen25zm
36055,470,198,40,0,4,712,gen25zm
36056,487,356,72,0,13,928,gen25zm
36057,515,151,31,1,2,700,gen25zm
36058,361,89,21,2,4,477,gen25zm
36059,376,122,23,0,8,529,gen25zm
36060,353,101,29,0,3,486,gen25zm
36061,360,113,28,0,1,502,gen25zm
36062,516,137,25,0,4,682,gen25zm
36063,636,143,55,1,4,839,gen25zm
36064,276,140,37,0,3,456,gen25zm
36065,498,141,49,1,2,691,gen25zm
36066,87,19,1,0,2,109,gen25zm
36067,45,12,2,0,0,59,gen25zm
36068,0,0,0,0,0,0,Tie
36069,0,0,0,0,0,0,Tie
36070,0,0,0,0,0,0,Tie
37001,727,209,24,0,4,964,gen25zm
37002,705,309,28,2,10,1054,gen25zm
37003,640,331,46,3,8,1028,gen25zm
37004,361,240,30,4,10,645,gen25zm
37005,390,187,13,1,4,595,gen25zm
37006,575,357,24,2,6,964,gen25zm
37007,565,233,28,0,6,832,gen25zm
37008,559,138,15,0,3,715,gen25zm
37009,300,110,5,1,7,423,gen25zm
37010,2,2,0,0,0,4,Tie
37011,51,62,27,0,1,141,gen25ac
37012,508,130,46,4,2,690,gen25zm
37013,58,22,8,0,1,89,gen25zm
37014,428,230,53,1,7,719,gen25zm
37015,102,59,11,0,1,173,gen25zm
37016,245,96,30,2,2,375,gen25zm
37017,280,148,36,1,2,467,gen25zm
37018,313,195,30,0,3,541,gen25zm
37019,460,166,40,6,4,676,gen25zm
37020,484,174,43,1,3,705,gen25zm
37021,484,227,48,1,5,765,gen25zm
37022,554,231,58,1,11,855,gen25zm
37023,411,130,34,0,3,578,gen25zm
37024,531,220,43,1,5,800,gen25zm
37025,448,148,34,0,9,639,gen25zm
37026,438,144,31,1,5,619,gen25zm
37027,609,243,64,2,3,921,gen25zm
37028,576,209,57,3,3,848,gen25zm
37029,438,150,35,2,5,630,gen25zm
37030,522,225,51,0,6,804,gen25zm
37031,506,238,67,0,4,815,gen25zm
37032,207,76,18,0,1,302,gen25zm
37033,328,136,45,0,2,511,gen25zm
37034,0,0,1,0,0,1,gen25cs
37035,588,264,40,2,9,903,gen25zm
37036,480,348,98,3,6,935,gen25zm
37037,223,96,37,0,3,359,gen25zm
37038,0,0,0,0,0,0,Tie
37039,99,355,179,1,0,634,gen25ac
37040,159,367,188,4,4,722,gen25ac
37041,20,11,7,0,0,38,gen25zm
37042,335,146,19,0,4,504,gen25zm
37043,207,168,43,1,2,421,gen25zm
37044,350,133,60,1,1,545,gen25zm
37045,153,86,45,0,2,286,gen25zm
37046,30,49,26,0,0,105,gen25ac
37047,226,302,214,0,5,747,gen25ac
37048,195,236,154,2,1,588,gen25ac
37049,76,114,90,0,2,282,gen25ac
37050,108,145,113,0,1,367,gen25ac
37051,122,140,132,2,1,397,gen25ac
37052,379,233,113,2,4,731,gen25zm
37053,424,214,101,0,5,744,gen25zm
37054,445,127,62,0,1,635,gen25zm
37055,378,148,45,1,6,578,gen25zm
37056,331,127,43,0,1,502,gen25zm
37057,517,145,79,1,1,743,gen25zm
37058,221,96,39,1,2,359,gen25zm
37059,345,56,34,0,3,438,gen25zm
37060,236,57,16,0,1,310,gen25zm
37061,382,86,29,0,1,498,gen25zm
37062,204,78,55,1,1,339,gen25zm
37063,516,119,64,0,1,700,gen25zm
37064,599,152,67,0,0,818,gen25zm
37065,472,84,41,0,3,600,gen25zm
37066,0,0,0,0,0,0,Tie
37067,0,0,0,0,0,0,Tie
37068,0,0,0,0,0,0,Tie
37069,0,0,0,0,0,0,Tie
37070,0,0,0,0,0,0,Tie
37071,0,0,0,0,0,0,Tie
38001,533,112,31,1,4,681,gen25zm
38002,673,130,30,1,7,841,gen25zm
38003,595,93,24,0,2,714,gen25zm
38004,655,118,30,0,3,806,gen25zm
38005,188,45,14,0,1,248,gen25zm
38006,515,164,58,2,3,742,gen25zm
38007,349,96,23,0,2,470,gen25zm
38008,2,2,1,0,0,5,Tie
38009,251,301,132,0,1,685,gen25ac
38010,247,242,107,0,1,597,gen25zm
38011,182,236,120,1,3,542,gen25ac
38012,271,218,115,1,3,608,gen25zm
38013,65,99,36,1,1,202,gen25ac
38014,221,387,189,2,3,802,gen25ac
38015,239,363,193,2,2,799,gen25ac
38016,33,16,20,0,0,69,gen25zm
38017,208,375,149,4,2,738,gen25ac
38018,169,125,46,0,3,343,gen25zm
38019,245,182,47,4,6,484,gen25zm
38020,324,241,87,2,5,659,gen25zm
38021,206,176,60,0,2,444,gen25zm
38022,126,98,37,1,2,264,gen25zm
38023,282,223,37,2,3,547,gen25zm
38024,209,198,63,2,2,474,gen25zm
38025,117,86,12,1,0,216,gen25zm
38026,260,207,45,1,3,516,gen25zm
38027,84,89,35,2,1,211,gen25ac
38028,281,208,35,1,4,529,gen25zm
38029,216,137,27,3,6,389,gen25zm
38030,155,153,44,1,2,355,gen25zm
38031,163,138,43,1,2,347,gen25zm
38032,289,243,83,1,5,621,gen25zm
38033,322,199,81,0,2,604,gen25zm
38034,261,179,55,2,2,499,gen25zm
38035,233,198,58,1,3,493,gen25zm
38036,395,106,27,2,1,531,gen25zm
38037,447,124,30,1,1,603,gen25zm
38038,183,103,22,0,1,309,gen25zm
38039,204,107,25,0,1,337,gen25zm
38040,162,72,23,1,1,259,gen25zm
38041,137,116,28,1,0,282,gen25zm
38042,165,39,16,1,0,221,gen25zm
38043,8,2,0,0,0,10,gen25zm
38044,237,71,39,1,3,351,gen25zm
38045,96,99,25,2,1,223,gen25ac
38046,343,248,81,1,0,673,gen25zm
38047,313,329,79,0,7,728,gen25ac
38048,262,148,45,2,3,460,gen25zm
38049,81,67,24,0,0,172,gen25zm
38050,246,129,28,0,1,404,gen25zm
38051,259,148,44,0,0,451,gen25zm
38052,68,47,21,0,1,137,gen25zm
38053,189,218,121,2,2,532,gen25ac
38054,270,78,22,1,0,371,gen25zm
38055,0,0,0,0,0,0,Tie
39001,537,272,43,4,8,864,gen25zm
39002,599,248,44,2,2,895,gen25zm
39003,520,238,52,1,3,814,gen25zm
39004,539,213,43,1,6,802,gen25zm
39005,427,205,47,0,4,683,gen25zm
39006,670,255,44,0,6,975,gen25zm
39007,532,254,54,4,9,853,gen25zm
39008,440,231,62,1,10,744,gen25zm
39009,455,148,37,0,7,647,gen25zm
39010,180,73,24,1,0,278,gen25zm
39011,27,18,7,0,0,52,gen25zm
39012,146,149,23,2,3,323,gen25ac
39013,133,71,12,0,3,219,gen25zm
39014,231,131,19,0,1,382,gen25zm
39015,368,203,48,0,4,623,gen25zm
39016,37,11,1,0,0,49,gen25zm
39017,157,78,21,1,0,257,gen25zm
39018,310,205,35,1,2,553,gen25zm
39019,376,227,52,2,1,658,gen25zm
39020,73,46,15,0,2,136,gen25zm
39021,178,108,18,0,0,304,gen25zm
39022,226,128,34,1,2,391,gen25zm
39023,200,149,40,2,1,392,gen25zm
39024,156,126,24,1,0,307,gen25zm
39025,137,103,12,2,0,254,gen25zm
39026,207,176,46,1,4,434,gen25zm
39027,75,49,5,1,3,133,gen25zm
39028,181,425,208,0,3,817,gen25ac
39029,133,86,20,0,1,240,gen25zm
39030,209,143,53,2,4,411,gen25zm
39031,172,118,26,1,2,319,gen25zm
39032,229,194,48,0,5,476,gen25zm
39033,150,160,28,1,0,339,gen25ac
39034,208,134,32,0,1,375,gen25zm
39035,213,169,41,1,3,427,gen25zm
39036,161,90,16,3,3,273,gen25zm
39037,94,108,26,2,1,231,gen25ac
39038,103,105,27,0,1,236,gen25ac
39039,196,169,42,1,2,410,gen25zm
39040,57,57,15,0,1,130,Tie
39041,252,290,70,2,2,616,gen25ac
39042,162,131,33,1,2,329,gen25zm
39043,91,177,33,0,2,303,gen25ac
39044,141,196,56,3,1,397,gen25ac
39045,161,240,87,1,2,491,gen25ac
39046,215,383,189,0,6,793,gen25ac
39047,76,245,110,0,0,431,gen25ac
39048,169,79,17,2,2,269,gen25zm
39049,173,134,18,1,2,328,gen25zm
39050,63,49,6,0,1,119,gen25zm
39051,113,323,151,0,2,589,gen25ac
39052,107,40,8,2,1,158,gen25zm
40001,192,225,65,1,6,489,gen25ac
40002,97,109,38,1,6,251,gen25ac
40003,99,110,36,0,0,245,gen25ac
40004,160,190,32,2,1,385,gen25ac
40005,134,148,47,4,0,333,gen25ac
40006,77,97,27,0,1,202,gen25ac
40007,236,186,43,2,1,468,gen25zm
40008,190,283,79,4,4,560,gen25ac
40009,269,239,50,2,3,563,gen25zm
40010,129,140,33,0,5,307,gen25ac
40011,232,136,33,1,4,406,gen25zm
40012,147,273,59,1,3,483,gen25ac
40013,154,81,11,0,0,246,gen25zm
40014,66,100,11,0,5,182,gen25ac
40015,152,171,35,2,2,362,gen25ac
40016,181,154,36,1,4,376,gen25zm
40017,89,94,24,2,3,212,gen25ac
40018,131,172,41,3,3,350,gen25ac
40019,176,194,48,1,5,424,gen25ac
40020,199,253,43,2,6,503,gen25ac
40021,179,191,52,2,4,428,gen25ac
40022,73,89,25,0,0,187,gen25ac
40023,208,264,53,6,4,535,gen25ac
40024,161,138,23,2,4,328,gen25zm
40025,23,66,16,1,0,106,gen25ac
40026,230,180,47,1,1,459,gen25zm
40027,175,379,69,3,6,632,gen25ac
40028,216,474,96,2,5,793,gen25ac
40029,254,236,52,6,2,550,gen25zm
40030,202,177,38,1,2,420,gen25zm
40031,116,198,45,2,2,363,gen25ac
40032,108,132,39,2,0,281,gen25ac
40033,174,138,44,3,1,360,gen25zm
40034,106,139,38,1,1,285,gen25ac
40035,48,107,24,0,0,179,gen25ac
40036,14,16,9,0,0,39,gen25ac
40037,156,372,138,1,5,672,gen25ac
40038,91,270,106,0,4,471,gen25ac
40039,63,157,55,0,1,276,gen25ac
40040,97,308,128,1,2,536,gen25ac
40041,149,396,151,1,0,697,gen25ac
40042,8,7,2,1,0,18,gen25zm
40043,153,273,81,1,1,509,gen25ac
40044,67,113,30,2,1,213,gen25ac
40045,111,229,61,1,1,403,gen25ac
40046,68,149,43,0,1,261,gen25ac
40047,139,497,173,0,2,811,gen25ac
40048,0,0,0,0,0,0,Tie
41001,329,192,10,3,4,538,gen25zm
41002,291,168,10,4,0,473,gen25zm
41003,194,96,12,1,1,304,gen25zm
41004,384,219,12,4,3,622,gen25zm
41005,278,107,8,2,5,400,gen25zm
41006,339,108,15,1,2,465,gen25zm
41007,319,161,10,2,1,493,gen25zm
41008,275,116,12,1,0,404,gen25zm
41009,303,175,14,7,3,502,gen25zm
41010,197,115,7,2,2,323,gen25zm
41011,268,180,16,3,2,469,gen25zm
41012,158,276,8,1,0,443,gen25ac
41013,195,115,5,3,1,319,gen25zm
41014,48,683,21,1,2,755,gen25ac
41015,71,153,7,1,0,232,gen25ac
41016,163,187,22,0,1,373,gen25ac
41017,324,92,6,2,1,425,gen25zm
41018,222,121,19,2,2,366,gen25zm
41019,273,157,40,1,2,473,gen25zm
41020,54,542,15,1,0,612,gen25ac
41021,98,288,36,4,2,428,gen25ac
41022,111,231,19,2,2,365,gen25ac
41023,73,617,25,2,0,717,gen25ac
41024,134,487,40,4,3,668,gen25ac
41025,180,458,41,1,3,683,gen25ac
41026,175,561,48,1,1,786,gen25ac
41027,168,510,55,0,5,738,gen25ac
41028,68,474,50,0,3,595,gen25ac
41029,51,552,26,3,1,633,gen25ac
41030,37,648,23,0,1,709,gen25ac
41031,50,309,20,1,0,380,gen25ac
41032,234,304,51,1,1,591,gen25ac
41033,149,600,78,2,0,829,gen25ac
41034,181,586,173,4,4,948,gen25ac
41035,89,594,40,3,0,726,gen25ac
41036,48,283,53,1,1,386,gen25ac
41037,67,255,87,0,1,410,gen25ac
41038,60,83,17,0,1,161,gen25ac
41039,39,269,42,1,0,351,gen25ac
41040,113,399,54,1,0,567,gen25ac
41041,67,834,51,2,1,955,gen25ac
41042,158,365,75,1,4,603,gen25ac
41043,141,341,96,1,6,585,gen25ac
41044,112,285,97,1,1,496,gen25ac
41045,142,327,151,1,8,629,gen25ac
41046,69,241,115,0,1,426,gen25ac
41047,125,195,165,0,0,485,gen25ac
41048,123,274,111,0,2,510,gen25ac
41049,141,139,44,0,1,325,gen25zm
41050,129,138,22,1,0,290,gen25ac
41051,81,73,23,2,1,180,gen25zm
41052,161,429,230,4,5,829,gen25ac
41053,124,73,29,1,0,227,gen25zm
41054,38,536,12,1,0,587,gen25ac
41055,119,327,80,1,4,531,gen25ac
41056,147,398,91,5,1,642,gen25ac
41057,95,272,59,0,2,428,gen25ac
41058,91,495,106,2,5,699,gen25ac
41059,36,203,18,2,0,259,gen25ac
41060,36,275,63,1,1,376,gen25ac
41061,117,391,70,2,3,583,gen25ac
41062,32,234,18,2,1,287,gen25ac
41063,105,405,88,0,3,601,gen25ac
41064,115,452,72,2,5,646,gen25ac
41065,113,323,59,1,5,501,gen25ac
41066,68,290,51,0,1,410,gen25ac
41067,68,249,79,0,3,399,gen25ac
41068,56,75,21,3,0,155,gen25ac
41069,15,137,23,0,0,175,gen25ac
41070,0,0,0,0,0,0,Tie
41071,0,0,0,0,0,0,Tie
42001,34,5,1,0,1,41,gen25zm
42002,407,112,12,2,3,536,gen25zm
42003,610,102,11,0,1,724,gen25zm
42004,533,96,11,0,3,643,gen25zm
42005,484,111,6,1,5,607,gen25zm
42006,597,129,13,1,7,747,gen25zm
42007,548,151,12,3,3,717,gen25zm
42008,266,60,4,1,4,335,gen25zm
42009,468,116,13,3,1,601,gen25zm
42010,434,164,12,0,1,611,gen25zm
42011,529,109,15,4,2,659,gen25zm
42012,454,118,10,2,3,587,gen25zm
42013,511,135,12,4,4,666,gen25zm
42014,411,115,20,4,4,554,gen25zm
42015,497,127,12,1,2,639,gen25zm
42016,391,115,13,0,1,520,gen25zm
42017,371,140,8,4,2,525,gen25zm
42018,320,103,6,2,2,433,gen25zm
42019,530,105,15,3,4,657,gen25zm
42020,429,95,8,4,2,538,gen25zm
42021,465,92,17,2,4,580,gen25zm
42022,550,112,10,2,3,677,gen25zm
42023,436,176,22,2,5,641,gen25zm
42024,431,123,9,1,3,567,gen25zm
42025,392,121,6,1,2,522,gen25zm
42026,469,128,7,3,5,612,gen25zm
42027,145,47,9,0,2,203,gen25zm
42028,561,121,8,2,1,693,gen25zm
42029,415,100,10,1,5,531,gen25zm
42030,263,62,5,1,2,333,gen25zm
42031,297,104,2,3,4,410,gen25zm
42032,305,119,8,0,3,435,gen25zm
42033,288,119,7,1,3,418,gen25zm
42034,209,70,6,1,0,286,gen25zm
42035,306,118,8,3,1,436,gen25zm
42036,364,107,8,1,3,483,gen25zm
42037,401,120,7,2,1,531,gen25zm
42038,389,145,11,2,1,548,gen25zm
42039,314,136,7,2,1,460,gen25zm
42040,293,104,15,3,2,417,gen25zm
42041,464,239,25,3,12,743,gen25zm
42042,392,87,10,1,3,493,gen25zm
42043,387,122,8,8,1,526,gen25zm
42044,250,89,8,1,2,350,gen25zm
42045,310,77,14,3,3,407,gen25zm
42046,285,91,8,2,4,390,gen25zm
42047,406,165,7,2,6,586,gen25zm
42048,441,63,14,0,4,522,gen25zm
42049,435,268,28,1,1,733,gen25zm
42050,401,129,6,5,5,546,gen25zm
42051,256,87,15,0,2,360,gen25zm
42052,104,558,15,2,1,680,gen25ac
42053,287,409,25,2,2,725,gen25ac
42054,10,878,7,5,1,901,gen25ac
42055,184,345,19,1,1,550,gen25ac
42056,150,359,14,4,5,532,gen25ac
42057,21,874,17,2,3,917,gen25ac
42058,86,736,23,4,1,850,gen25ac
42059,0,0,0,0,0,0,Tie
43001,642,59,1,0,5,707,gen25zm
43002,578,112,4,5,2,701,gen25zm
43003,580,71,6,1,0,658,gen25zm
43004,459,149,5,2,5,620,gen25zm
43005,423,75,2,3,4,507,gen25zm
43006,381,128,7,2,1,519,gen25zm
43007,325,155,5,4,3,492,gen25zm
43008,417,70,5,0,3,495,gen25zm
43009,220,70,0,3,0,293,gen25zm
43010,717,83,7,0,5,812,gen25zm
43011,505,83,3,1,6,598,gen25zm
43012,335,165,9,8,3,520,gen25zm
43013,335,339,18,1,5,698,gen25ac
43014,322,149,1,0,1,473,gen25zm
43015,287,198,15,0,4,504,gen25zm
43016,408,152,9,2,3,574,gen25zm
43017,300,133,5,1,1,440,gen25zm
43018,550,107,6,0,1,664,gen25zm
43019,437,239,11,2,3,692,gen25zm
43020,257,557,25,4,2,845,gen25ac
43021,99,523,17,2,1,642,gen25ac
43022,191,605,17,3,0,816,gen25ac
43023,310,202,13,4,4,533,gen25zm
43024,176,261,21,1,1,460,gen25ac
43025,181,252,13,3,2,451,gen25ac
43026,54,458,9,1,1,523,gen25ac
43027,208,523,16,2,1,750,gen25ac
43028,57,431,6,2,0,496,gen25ac
43029,361,270,10,1,1,643,gen25zm
43030,478,340,15,3,1,837,gen25zm
43031,301,51,0,1,0,353,gen25zm
43032,243,49,2,1,2,297,gen25zm
43033,630,121,18,2,4,775,gen25zm
43034,409,260,9,0,0,678,gen25zm
43035,439,238,11,2,2,692,gen25zm
43036,288,45,3,0,2,338,gen25zm
43037,401,44,1,0,1,447,gen25zm
43038,579,113,9,1,6,708,gen25zm
43039,444,135,12,0,10,601,gen25zm
43040,490,112,6,1,5,614,gen25zm
43041,513,160,8,2,1,684,gen25zm
43042,550,85,5,0,2,642,gen25zm
43043,286,442,14,8,3,753,gen25ac
43044,241,330,9,2,4,586,gen25ac
43045,248,359,10,2,3,622,gen25ac
43046,222,318,7,6,1,554,gen25ac
43047,246,206,8,1,2,463,gen25zm
43048,41,33,1,0,1,76,gen25zm
43049,198,149,5,1,1,354,gen25zm
43050,159,100,16,1,2,278,gen25zm
43051,176,160,10,3,1,350,gen25zm
43052,305,173,14,3,3,498,gen25zm
43053,575,98,13,0,2,688,gen25zm
43054,613,123,5,2,4,747,gen25zm
43055,440,95,6,0,6,547,gen25zm
43056,630,105,8,2,1,746,gen25zm
43057,674,116,8,1,9,808,gen25zm
43058,591,108,8,1,1,709,gen25zm
43059,641,90,10,0,4,745,gen25zm
43060,535,84,10,1,3,633,gen25zm
43061,515,79,9,7,4,614,gen25zm
43062,315,76,6,2,2,401,gen25zm
43063,390,111,9,0,0,510,gen25zm
43064,564,129,17,1,5,716,gen25zm
43065,403,115,5,2,3,528,gen25zm
43066,444,148,14,1,3,610,gen25zm
43067,510,125,10,4,5,654,gen25zm
43068,149,59,5,1,0,214,gen25zm
44001,622,112,7,2,3,746,gen25zm
44002,578,208,27,0,6,819,gen25zm
44003,152,35,5,0,4,196,gen25zm
44004,485,98,8,1,4,596,gen25zm
44005,199,46,4,2,4,255,gen25zm
44006,507,104,9,1,3,624,gen25zm
44007,728,103,7,2,13,853,gen25zm
44008,623,99,5,0,9,736,gen25zm
44009,580,99,8,0,6,693,gen25zm
44010,426,54,1,0,4,485,gen25zm
44011,1051,133,15,1,9,1209,gen25zm
44012,543,59,7,2,1,612,gen25zm
44013,213,56,3,0,8,280,gen25zm
44014,494,96,5,2,3,600,gen25zm
44015,377,67,7,0,2,453,gen25zm
